drug	drug_action	KDT	KDT_name	Drug_effect_simplified
Bacitracin	inhibitor	3416	IDE	Inhibitor
Olutasidenib	inhibitor	3417	IDH1	Inhibitor
Ivosidenib	inhibitor	3417	IDH1	Inhibitor
Enasidenib	inhibitor	3418	IDH2	Inhibitor
Interferon beta-1a	agonist	3454	IFNAR1	Activator
Peginterferon alfa-2a	agonist	3454	IFNAR1	Activator
Anifrolumab	inhibitor	3454	IFNAR1	Inhibitor
Interferon beta-1b	agonist	3454	IFNAR1	Activator
Interferon alfa-n3	agonist	3454	IFNAR1	Activator
Interferon alfa-n1	agonist	3454	IFNAR1	Activator
Peginterferon alfa-2b	agonist	3454	IFNAR1	Activator
Interferon alfa-2b	binder	3454	IFNAR1	Ligand
Interferon alfacon-1	binder	3454	IFNAR1	Ligand
Human interferon beta	binder	3454	IFNAR1	Ligand
Interferon alfa-2a	unknown	3454	IFNAR1	other
Interferon alfa-2b	binder	3455	IFNAR2	Ligand
Interferon beta-1a	unknown	3455	IFNAR2	other
Peginterferon alfa-2a	agonist	3455	IFNAR2	Activator
Interferon alfa-n1	agonist	3455	IFNAR2	Activator
Interferon alfacon-1	binder	3455	IFNAR2	Ligand
Interferon alfa-2a	unknown	3455	IFNAR2	other
Interferon beta-1b	agonist	3455	IFNAR2	Activator
Nylidrin	agonist	3455	IFNAR2	Activator
Interferon alfa-n3	agonist	3455	IFNAR2	Activator
Peginterferon alfa-2b	agonist	3455	IFNAR2	Activator
Emapalumab	neutralizer	3458	IFNG	other
Foreskin keratinocyte (neonatal)	agonist	3458	IFNG	Activator
Olsalazine	unknown	3458	IFNG	other
Interferon gamma-1b	binder	3459	IFNGR1	Ligand
Interferon gamma-1b	binder	3460	IFNGR2	Ligand
Mecasermin	agonist	3480	IGF1R	Activator
Mecasermin rinfabate	agonist	3480	IGF1R	Activator
Arsenic trioxide	inducer	3551	IKBKB	Activator
Auranofin	inhibitor	3551	IKBKB	Inhibitor
Gallium nitrate	antagonist	3553	IL1B	Inhibitor
Foreskin keratinocyte (neonatal)	agonist	3553	IL1B	Activator
Canakinumab	binder	3553	IL1B	Ligand
Anakinra	antagonist	3554	IL1R1	Inhibitor
Basiliximab	antibody	3559	IL2RA	Modulator
Denileukin diftitox	binder	3559	IL2RA	Ligand
Aldesleukin	agonist|modulator	3559	IL2RA	Activator
Aldesleukin	agonist|modulator	3560	IL2RB	Activator
Denileukin diftitox	agonist	3560	IL2RB	Activator
Aldesleukin	agonist	3561	IL2RG	Activator
Tagraxofusp	ligand	3563	IL3RA	Ligand
Sargramostim	agonist	3563	IL3RA	Activator
Dupilumab	inhibitor|antibody	3565	IL4	Inhibitor
Dupilumab	inhibitor|antibody	3566	IL4R	Inhibitor
Reslizumab	antagonist|regulator	3567	IL5	Activator
Mepolizumab	antagonist|regulator	3567	IL5	Activator
Benralizumab	antibody	3568	IL5RA	Modulator
Foreskin keratinocyte (neonatal)	agonist	3569	IL6	Activator
Siltuximab	antagonist|antibody	3569	IL6	Activator
Tocilizumab	inhibitor|antibody	3570	IL6R	Inhibitor
Satralizumab	binder|antibody	3570	IL6R	Inhibitor
Sarilumab	antagonist|antibody	3570	IL6R	Activator
Oprelvekin	agonist	3590	IL11RA	Activator
Ustekinumab	inhibitor	3593	IL12B	Inhibitor
Dupilumab	inhibitor|antibody	3596	IL13	Inhibitor
Tralokinumab	antibody	3596	IL13	Modulator
Bimekizumab	antibody	3605	IL17A	Modulator
Secukinumab	inhibitor	3605	IL17A	Inhibitor
Ixekizumab	antibody	3605	IL17A	Modulator
Ribavirin	inhibitor	3614	IMPDH1	Inhibitor
Mycophenolic acid	inhibitor	3614	IMPDH1	Inhibitor
Mycophenolate mofetil	inhibitor|inducer	3614	IMPDH1	Activator
Mycophenolate mofetil	inhibitor	3615	IMPDH2	Inhibitor
Mycophenolic acid	inhibitor	3615	IMPDH2	Inhibitor
Insulin pork	binder	3643	INSR	Ligand
Insulin beef	agonist	3643	INSR	Activator
Insulin degludec	agonist	3643	INSR	Activator
Insulin detemir	agonist	3643	INSR	Activator
Insulin lispro	agonist	3643	INSR	Activator
Chromic chloride	activator	3643	INSR	Activator
Insulin glargine	agonist	3643	INSR	Activator
Insulin glulisine	agonist	3643	INSR	Activator
Insulin human	agonist	3643	INSR	Activator
Insulin aspart	agonist	3643	INSR	Activator
Tirofiban	antagonist	3674	ITGA2B	Inhibitor
Abciximab	antagonist	3674	ITGA2B	Inhibitor
Natalizumab	antibody	3676	ITGA4	Modulator
Vedolizumab	antibody	3676	ITGA4	Modulator
Lifitegrast	antagonist	3683	ITGAL	Inhibitor
Antithymocyte immunoglobulin (rabbit)	unknown	3683	ITGAL	other
Levothyroxine	unknown	3685	ITGAV	other
Antithymocyte immunoglobulin (rabbit)	unknown	3685	ITGAV	other
Antithymocyte immunoglobulin (rabbit)	unknown	3688	ITGB1	other
Tirofiban	antagonist	3690	ITGB3	Inhibitor
Abciximab	antagonist	3690	ITGB3	Inhibitor
Eptifibatide	unknown	3690	ITGB3	other
Antithymocyte immunoglobulin (rabbit)	unknown	3690	ITGB3	other
Levothyroxine	unknown	3690	ITGB3	other
Vedolizumab	antibody	3695	ITGB7	Modulator
Tofacitinib	inhibitor	3716	JAK1	Inhibitor
Baricitinib	inhibitor	3716	JAK1	Inhibitor
Abrocitinib	inhibitor	3716	JAK1	Inhibitor
Upadacitinib	inhibitor	3716	JAK1	Inhibitor
Ruxolitinib	inhibitor	3716	JAK1	Inhibitor
Filgotinib	inhibitor	3716	JAK1	Inhibitor
Pacritinib	inhibitor	3717	JAK2	Inhibitor
Fedratinib	inhibitor	3717	JAK2	Inhibitor
Baricitinib	inhibitor	3717	JAK2	Inhibitor
Ruxolitinib	inhibitor	3717	JAK2	Inhibitor
Tofacitinib	antagonist|inhibitor	3717	JAK2	Activator
Tofacitinib	inhibitor	3718	JAK3	Inhibitor
Ruxolitinib	inhibitor	3718	JAK3	Inhibitor
Baricitinib	inhibitor	3718	JAK3	Inhibitor
Adapalene	antagonist	3725	JUN	Inhibitor
Arsenic trioxide	inducer	3725	JUN	Activator
Isoflurane	inducer	3736	KCNA1	Activator
Amifampridine	blocker	3736	KCNA1	Inhibitor
Desflurane	inducer	3736	KCNA1	Activator
Dalfampridine	antagonist	3736	KCNA1	Inhibitor
Dalfampridine	antagonist	3737	KCNA2	Inhibitor
Dalfampridine	antagonist	3738	KCNA3	Inhibitor
Dalfampridine	antagonist	3739	KCNA4	Inhibitor
Vernakalant	blocker	3741	KCNA5	Inhibitor
Dalfampridine	antagonist	3741	KCNA5	Inhibitor
Dalfampridine	antagonist	3742	KCNA6	Inhibitor
Dalfampridine	antagonist	3743	KCNA7	Inhibitor
Dalfampridine	antagonist	3744	KCNA10	Inhibitor
Dalfampridine	antagonist	3745	KCNB1	Inhibitor
Dalfampridine	antagonist	3746	KCNC1	Inhibitor
Dalfampridine	antagonist	3747	KCNC2	Inhibitor
Dalfampridine	antagonist	3748	KCNC3	Inhibitor
Dalfampridine	antagonist	3750	KCND1	Inhibitor
Dalfampridine	antagonist	3751	KCND2	Inhibitor
Dronedarone	inhibitor	3752	KCND3	Inhibitor
Vernakalant	blocker	3752	KCND3	Inhibitor
Dalfampridine	antagonist	3752	KCND3	Inhibitor
Ibutilide	inhibitor	3757	KCNH2	Inhibitor
Propafenone	inhibitor	3757	KCNH2	Inhibitor
Halofantrine	inhibitor	3757	KCNH2	Inhibitor
Phenytoin	inhibitor	3757	KCNH2	Inhibitor
Dronedarone	inhibitor	3757	KCNH2	Inhibitor
Pimozide	inhibitor	3757	KCNH2	Inhibitor
Dofetilide	inhibitor	3757	KCNH2	Inhibitor
Sotalol	inhibitor	3757	KCNH2	Inhibitor
Minoxidil	inducer	3758	KCNJ1	Activator
Glymidine	unknown	3758	KCNJ1	other
Bethanidine	inhibitor	3758	KCNJ1	Inhibitor
Glimepiride	inhibitor	3758	KCNJ1	Inhibitor
Dronedarone	inhibitor	3760	KCNJ3	Inhibitor
Gliquidone	inhibitor	3764	KCNJ8	Inhibitor
Levosimendan	inducer	3764	KCNJ8	Activator
Thiamylal	inhibitor	3764	KCNJ8	Inhibitor
Levosimendan	inducer	3767	KCNJ11	Activator
Thiamylal	inhibitor	3767	KCNJ11	Inhibitor
Glimepiride	inhibitor	3767	KCNJ11	Inhibitor
Diazoxide	inducer	3767	KCNJ11	Activator
Dofetilide	inhibitor	3768	KCNJ12	Inhibitor
Dofetilide	inhibitor	3776	KCNK2	Inhibitor
Dronedarone	inhibitor	3776	KCNK2	Inhibitor
Doxapram	inhibitor	3777	KCNK3	Inhibitor
Halothane	binder	3777	KCNK3	Ligand
Hydrochlorothiazide	inhibitor	3778	KCNMA1	Inhibitor
Bendroflumethiazide	inducer	3778	KCNMA1	Activator
Chlorzoxazone	unknown	3778	KCNMA1	other
Clotrimazole	inhibitor	3783	KCNN4	Inhibitor
Dronedarone	inhibitor	3784	KCNQ1	Inhibitor
Pazopanib	inhibitor	3791	KDR	Inhibitor
Ramucirumab	antagonist	3791	KDR	Inhibitor
Cabozantinib	antagonist	3791	KDR	Inhibitor
Regorafenib	inhibitor	3791	KDR	Inhibitor
Midostaurin	antagonist|inhibitor	3791	KDR	Activator
Nintedanib	inhibitor	3791	KDR	Inhibitor
Ripretinib	inhibitor	3791	KDR	Inhibitor
Lenvatinib	inhibitor	3791	KDR	Inhibitor
Tivozanib	inhibitor	3791	KDR	Inhibitor
Axitinib	inhibitor	3791	KDR	Inhibitor
Sunitinib	inhibitor	3791	KDR	Inhibitor
Sorafenib	antagonist	3791	KDR	Inhibitor
Lenvatinib	inhibitor	3815	KIT	Inhibitor
Sorafenib	antagonist	3815	KIT	Inhibitor
Tivozanib	inhibitor	3815	KIT	Inhibitor
Pazopanib	inhibitor	3815	KIT	Inhibitor
Regorafenib	inhibitor	3815	KIT	Inhibitor
Imatinib	antagonist	3815	KIT	Inhibitor
Sunitinib	inhibitor	3815	KIT	Inhibitor
Ripretinib	inhibitor	3815	KIT	Inhibitor
Conestat alfa	inhibitor	3818	KLKB1	Inhibitor
Ecallantide	inhibitor	3818	KLKB1	Inhibitor
Human C1-esterase inhibitor	inhibitor	3818	KLKB1	Inhibitor
Lanadelumab	inhibitor|regulator	3818	KLKB1	Inhibitor
Berotralstat	inhibitor	3818	KLKB1	Inhibitor
Sotorasib	inhibitor	3845	KRAS	Inhibitor
Adagrasib	inhibitor	3845	KRAS	Inhibitor
Anthralin	antagonist	3849	KRT2	Inhibitor
Anthralin	antagonist	3859	KRT12	Inhibitor
Relatlimab	antibody	3902	LAG3	Modulator
Dasatinib	multitarget	3932	LCK	Inhibitor
Stiripentol	inhibitor	3939	LDHA	Inhibitor
Stiripentol	inhibitor	3945	LDHB	Inhibitor
Metreleptin	agonist	3953	LEPR	Activator
Choriogonadotropin alfa	unknown	3973	LHCGR	other
Chorionic Gonadotropin (Human)	ligand	3973	LHCGR	Ligand
Goserelin	agonist	3973	LHCGR	Activator
Menotropins	unknown	3973	LHCGR	other
Buserelin	unknown	3973	LHCGR	other
Lutropin alfa	agonist	3973	LHCGR	Activator
alpha-Linolenic acid	ligand	3992	FADS1	Ligand
Omega-3-carboxylic acids	stimulator	4023	LPL	Activator
Tyloxapol	inhibitor	4023	LPL	Inhibitor
Glycyrrhizic acid	inducer	4023	LPL	Activator
Etanercept	antibody	4049	LTA	Modulator
Sacituzumab govitecan	antibody	4070	TACSTD2	Modulator
Alglucosidase alfa	binder	4074	M6PR	Ligand
Isocarboxazid	inhibitor	4128	MAOA	Inhibitor
Minaprine	inhibitor	4128	MAOA	Inhibitor
Moclobemide	antagonist|inhibitor	4128	MAOA	Activator
Phenelzine	antagonist	4128	MAOA	Inhibitor
Tranylcypromine	inhibitor	4128	MAOA	Inhibitor
Phentermine	antagonist	4128	MAOA	Inhibitor
Selegiline	inhibitor	4129	MAOB	Inhibitor
Rasagiline	inhibitor	4129	MAOB	Inhibitor
Isocarboxazid	inhibitor	4129	MAOB	Inhibitor
Tranylcypromine	inhibitor	4129	MAOB	Inhibitor
Phentermine	antagonist	4129	MAOB	Inhibitor
Safinamide	antagonist	4129	MAOB	Inhibitor
Pargyline	inhibitor	4129	MAOB	Inhibitor
Phenelzine	antagonist	4129	MAOB	Inhibitor
Estramustine	antagonist	4130	MAP1A	Inhibitor
Estramustine	antagonist	4133	MAP2	Inhibitor
Docetaxel	unknown	4133	MAP2	other
Paclitaxel	unknown	4133	MAP2	other
Paclitaxel	unknown	4134	MAP4	other
Docetaxel	unknown	4134	MAP4	other
Paclitaxel	unknown	4137	MAPT	other
Flortaucipir F-18	binder	4137	MAPT	Ligand
Docetaxel	unknown	4137	MAPT	other
Carbon monoxide	inhibitor	4151	MB	Inhibitor
Afamelanotide	agonist	4157	MC1R	Activator
Seractide acetate	agonist	4158	MC2R	Activator
Corticotropin	agonist	4158	MC2R	Activator
Tetracosactide	agonist	4158	MC2R	Activator
Setmelanotide	agonist	4160	MC4R	Activator
Binimetinib	inhibitor	4214	MAP3K1	Inhibitor
Tepotinib	inhibitor	4233	MET	Inhibitor
Cabozantinib	antagonist	4233	MET	Inhibitor
Amivantamab	antagonist|antibody	4233	MET	Activator
Crizotinib	inhibitor	4233	MET	Inhibitor
Capmatinib	inhibitor	4233	MET	Inhibitor
Progesterone	antagonist|agonist	4306	NR3C2	Modulator
Eplerenone	antagonist	4306	NR3C2	Inhibitor
Spironolactone	antagonist	4306	NR3C2	Inhibitor
Drospirenone	antagonist	4306	NR3C2	Inhibitor
Fludrocortisone	agonist	4306	NR3C2	Activator
Finerenone	antagonist	4306	NR3C2	Inhibitor
Sacubitril	antagonist|inhibitor	4311	MME	Activator
Fosdenopterin	substrate	4338	MOCS2	Activator
Lusutrombopag	agonist	4352	MPL	Activator
Romiplostim	agonist	4352	MPL	Activator
Avatrombopag	agonist	4352	MPL	Activator
Technetium Tc-99m tilmanocept	ligand	4360	MRC1	Ligand
Sulfinpyrazone	inhibitor	4363	ABCC1	Inhibitor
Crizotinib	inhibitor	4486	MST1R	Inhibitor
Desflurane	inhibitor	4535	ND1	Inhibitor
Melatonin	agonist	4543	MTNR1A	Activator
Tasimelteon	agonist	4543	MTNR1A	Activator
Agomelatine	agonist	4543	MTNR1A	Activator
Ramelteon	multitarget	4543	MTNR1A	Inhibitor
Agomelatine	agonist	4544	MTNR1B	Activator
Tasimelteon	agonist	4544	MTNR1B	Activator
Ramelteon	multitarget	4544	MTNR1B	Inhibitor
Melatonin	agonist	4544	MTNR1B	Activator
Lomitapide	antagonist	4547	MTTP	Inhibitor
Cyanocobalamin	cofactor	4548	MTR	other
Hydroxocobalamin	cofactor	4548	MTR	other
Mecobalamin	cofactor	4548	MTR	other
Cyanocobalamin	cofactor	4594	MMUT	other
Hydroxocobalamin	cofactor	4594	MMUT	other
Mavacamten	inhibitory allosteric modulator	4625	MYH7	Inhibitor
Ubidecarenone	cofactor	4731	NDUFV3	other
Celecoxib	inhibitor	4758	NEU1	Inhibitor
Triflusal	antagonist	4790	NFKB1	Inhibitor
Niacin	binder	4837	NNMT	Ligand
Methylene blue	inhibitor	4842	NOS1	Inhibitor
Ketamine	inhibitor	4842	NOS1	Inhibitor
Triflusal	agonist	4843	NOS2	Activator
Sapropterin	cofactor	4846	NOS3	other
Phentermine	inhibitor	4852	NPY	Inhibitor
Cladribine	inducer	4860	PNP	Activator
Nitroprusside	agonist	4881	NPR1	Activator
Erythrityl tetranitrate	agonist	4881	NPR1	Activator
Amyl Nitrite	agonist	4881	NPR1	Activator
Isosorbide dinitrate	agonist	4881	NPR1	Activator
Erythrityl tetranitrate	agonist	4882	NPR2	Activator
Vosoritide	agonist	4882	NPR2	Activator
Larotrectinib	inhibitor	4914	NTRK1	Inhibitor
Regorafenib	inhibitor	4914	NTRK1	Inhibitor
Entrectinib	inhibitor	4914	NTRK1	Inhibitor
Larotrectinib	inhibitor	4915	NTRK2	Inhibitor
Entrectinib	inhibitor	4916	NTRK3	Inhibitor
Larotrectinib	inhibitor	4916	NTRK3	Inhibitor
Regorafenib	inhibitor	4921	DDR2	Inhibitor
Opium	agonist	4985	OPRD1	Activator
Oxycodone	agonist	4985	OPRD1	Activator
Butorphanol	agonist	4985	OPRD1	Activator
Hydromorphone	partial agonist	4985	OPRD1	Modulator
Naltrexone	antagonist	4985	OPRD1	Inhibitor
Codeine	agonist	4985	OPRD1	Activator
Naldemedine	antagonist	4985	OPRD1	Inhibitor
Fentanyl	agonist	4985	OPRD1	Activator
Methadone	agonist	4985	OPRD1	Activator
Nalbuphine	antagonist	4985	OPRD1	Inhibitor
Naloxone	antagonist	4985	OPRD1	Inhibitor
Morphine	agonist	4985	OPRD1	Activator
Eluxadoline	antagonist	4985	OPRD1	Inhibitor
Hydrocodone	agonist	4985	OPRD1	Activator
Dezocine	antagonist	4986	OPRK1	Inhibitor
Nalbuphine	agonist	4986	OPRK1	Activator
Pentazocine	agonist	4986	OPRK1	Activator
Naltrexone	antagonist	4986	OPRK1	Inhibitor
Butorphanol	agonist	4986	OPRK1	Activator
Buprenorphine	antagonist	4986	OPRK1	Inhibitor
Naloxone	antagonist	4986	OPRK1	Inhibitor
Difelikefalin	agonist	4986	OPRK1	Activator
Eluxadoline	agonist	4986	OPRK1	Activator
Meperidine	unknown	4986	OPRK1	other
Hydromorphone	agonist	4986	OPRK1	Activator
Codeine	agonist	4986	OPRK1	Activator
Naldemedine	antagonist	4986	OPRK1	Inhibitor
Oxycodone	agonist	4986	OPRK1	Activator
Opium	agonist	4986	OPRK1	Activator
Morphine	agonist	4986	OPRK1	Activator
Pholcodine	antagonist	4986	OPRK1	Inhibitor
Oxycodone	agonist	4988	OPRM1	Activator
Levorphanol	agonist	4988	OPRM1	Activator
Remifentanil	agonist	4988	OPRM1	Activator
Oliceridine	agonist	4988	OPRM1	Activator
Methylnaltrexone	antagonist	4988	OPRM1	Inhibitor
Alfentanil	agonist	4988	OPRM1	Activator
Diamorphine	agonist	4988	OPRM1	Activator
Naloxone	antagonist	4988	OPRM1	Inhibitor
Hydromorphone	agonist	4988	OPRM1	Activator
Buprenorphine	partial agonist	4988	OPRM1	Modulator
Samidorphan	antagonist	4988	OPRM1	Inhibitor
Levallorphan	partial agonist	4988	OPRM1	Modulator
Loperamide	agonist	4988	OPRM1	Activator
Oxymorphone	agonist	4988	OPRM1	Activator
Morphine	agonist|regulator	4988	OPRM1	Activator
Dezocine	agonist	4988	OPRM1	Activator
Naloxegol	antagonist	4988	OPRM1	Inhibitor
Alvimopan	antagonist	4988	OPRM1	Inhibitor
Pholcodine	antagonist	4988	OPRM1	Inhibitor
Hydrocodone	agonist	4988	OPRM1	Activator
Naldemedine	antagonist	4988	OPRM1	Inhibitor
Eluxadoline	agonist	4988	OPRM1	Activator
Pentazocine	antagonist	4988	OPRM1	Inhibitor
Butorphanol	antagonist	4988	OPRM1	Inhibitor
Methadone	agonist	4988	OPRM1	Activator
Trimebutine	agonist	4988	OPRM1	Activator
Opium	agonist	4988	OPRM1	Activator
Tramadol	agonist	4988	OPRM1	Activator
Nalbuphine	antagonist	4988	OPRM1	Inhibitor
Sufentanil	agonist	4988	OPRM1	Activator
Codeine	agonist|regulator	4988	OPRM1	Activator
Diphenoxylate	agonist	4988	OPRM1	Activator
Anileridine	agonist	4988	OPRM1	Activator
Naltrexone	antagonist	4988	OPRM1	Inhibitor
Fentanyl	agonist	4988	OPRM1	Activator
Tapentadol	agonist	4988	OPRM1	Activator
Vasopressin	agonist	5021	OXTR	Activator
Carbetocin	agonist	5021	OXTR	Activator
Oxytocin	agonist	5021	OXTR	Activator
Atosiban	antagonist	5021	OXTR	Inhibitor
Eslicarbazepine	unknown	5025	P2RX4	other
Eslicarbazepine acetate	antagonist	5025	P2RX4	Inhibitor
Sapropterin	cofactor	5053	PAH	other
Avelumab	inhibitor|antibody	5133	PDCD1	Inhibitor
Atezolizumab	inhibitor	5133	PDCD1	Inhibitor
Dostarlimab	binder|antibody	5133	PDCD1	Inhibitor
Nivolumab	inhibitor|antibody	5133	PDCD1	Inhibitor
Pembrolizumab	inhibitor|antibody	5133	PDCD1	Inhibitor
Cemiplimab	inhibitor|antibody	5133	PDCD1	Inhibitor
Cilostazol	inhibitor	5139	PDE3A	Inhibitor
Theophylline	inhibitor	5139	PDE3A	Inhibitor
Anagrelide	inhibitor	5139	PDE3A	Inhibitor
Enoximone	inhibitor	5139	PDE3A	Inhibitor
Oxtriphylline	inhibitor	5139	PDE3A	Inhibitor
Amrinone	inhibitor	5139	PDE3A	Inhibitor
Aminophylline	inhibitor	5139	PDE3A	Inhibitor
Milrinone	inhibitor	5139	PDE3A	Inhibitor
Drotaverine	inhibitor	5141	PDE4A	Inhibitor
Theophylline	inhibitor	5141	PDE4A	Inhibitor
Enprofylline	inhibitor	5141	PDE4A	Inhibitor
Dipyridamole	inhibitor	5141	PDE4A	Inhibitor
Dyphylline	inhibitor	5141	PDE4A	Inhibitor
Oxtriphylline	inhibitor	5141	PDE4A	Inhibitor
Enprofylline	inhibitor	5142	PDE4B	Inhibitor
Dyphylline	inhibitor	5142	PDE4B	Inhibitor
Papaverine	inhibitor	5142	PDE4B	Inhibitor
Theophylline	inhibitor	5142	PDE4B	Inhibitor
Dyphylline	inhibitor	5143	PDE4C	Inhibitor
Dyphylline	inhibitor	5144	PDE4D	Inhibitor
Foreskin keratinocyte (neonatal)	agonist	5156	PDGFRA	Activator
Midostaurin	antagonist|inhibitor	5156	PDGFRA	Activator
Regorafenib	inhibitor	5156	PDGFRA	Inhibitor
Imatinib	antagonist	5156	PDGFRA	Inhibitor
Pazopanib	inhibitor	5156	PDGFRA	Inhibitor
Olaratumab	antagonist	5156	PDGFRA	Inhibitor
Nintedanib	inhibitor	5156	PDGFRA	Inhibitor
Sunitinib	inhibitor	5156	PDGFRA	Inhibitor
Ripretinib	inhibitor	5156	PDGFRA	Inhibitor
Lenvatinib	inhibitor	5156	PDGFRA	Inhibitor
Sorafenib	antagonist	5159	PDGFRB	Inhibitor
Midostaurin	antagonist|inhibitor	5159	PDGFRB	Activator
Pazopanib	inhibitor	5159	PDGFRB	Inhibitor
Becaplermin	unknown	5159	PDGFRB	other
Nintedanib	inhibitor	5159	PDGFRB	Inhibitor
Imatinib	antagonist	5159	PDGFRB	Inhibitor
Ripretinib	inhibitor	5159	PDGFRB	Inhibitor
Regorafenib	inhibitor	5159	PDGFRB	Inhibitor
Sunitinib	inhibitor	5159	PDGFRB	Inhibitor
Tivozanib	inhibitor	5159	PDGFRB	Inhibitor
Dichloroacetic acid	inhibitor	5163	PDK1	Inhibitor
Sucralfate	inhibitor	5222	PGA5	Inhibitor
Aflibercept	binder	5228	PGF	Ligand
Ulipristal	modulator	5241	PGR	Inhibitor
Ethynodiol diacetate	agonist	5241	PGR	Activator
Norelgestromin	agonist	5241	PGR	Activator
Danazol	agonist	5241	PGR	Activator
Mifepristone	antagonist	5241	PGR	Inhibitor
Norgestimate	agonist	5241	PGR	Activator
Norethisterone	agonist	5241	PGR	Activator
Medroxyprogesterone acetate	agonist	5241	PGR	Activator
Levonorgestrel	modulator	5241	PGR	Inhibitor
Segesterone acetate	agonist|activator	5241	PGR	Activator
Drospirenone	agonist	5241	PGR	Activator
Desogestrel	agonist	5241	PGR	Activator
Norgestrel	binder	5241	PGR	Ligand
Dienogest	agonist	5241	PGR	Activator
Etonogestrel	agonist	5241	PGR	Activator
Megestrol acetate	agonist	5241	PGR	Activator
Progesterone	agonist	5241	PGR	Activator
Alpelisib	inhibitor	5290	PIK3CA	Inhibitor
Copanlisib	inhibitor	5290	PIK3CA	Inhibitor
Copanlisib	inhibitor	5293	PIK3CD	Inhibitor
Duvelisib	inhibitor	5293	PIK3CD	Inhibitor
Idelalisib	inhibitor	5293	PIK3CD	Inhibitor
Duvelisib	inhibitor	5294	PIK3CG	Inhibitor
Mitapivat	activator	5313	PKLR	Activator
Sulfasalazine	antagonist	5319	PLA2G1B	Inhibitor
Indomethacin	inhibitor	5320	PLA2G2A	Inhibitor
Aminocaproic acid	antagonist	5327	PLAT	Inhibitor
Conestat alfa	inhibitor	5327	PLAT	Inhibitor
Human C1-esterase inhibitor	inhibitor	5327	PLAT	Inhibitor
Alteplase	activator	5340	PLG	Activator
Tranexamic acid	inhibitor	5340	PLG	Inhibitor
Anistreplase	activator	5340	PLG	Activator
Reteplase	activator	5340	PLG	Activator
Aminocaproic acid	inhibitor	5340	PLG	Inhibitor
Tenecteplase	activator	5340	PLG	Activator
Streptokinase	activator	5340	PLG	Activator
Orlistat	inhibitor	5406	PNLIP	Inhibitor
Fludarabine	inhibitor	5422	POLA1	Inhibitor
Cladribine	inhibitor	5422	POLA1	Inhibitor
Clofarabine	inhibitor	5422	POLA1	Inhibitor
Cytarabine	inhibitor	5423	POLB	Inhibitor
Cladribine	inhibitor	5426	POLE	Inhibitor
Cladribine	inhibitor	5427	POLE2	Inhibitor
Gemfibrozil	agonist	5465	PPARA	Activator
Clofibrate	agonist	5465	PPARA	Activator
Fenofibric acid	agonist	5465	PPARA	Activator
Doconexent	activator	5465	PPARA	Activator
Fenofibrate	agonist	5465	PPARA	Activator
Bezafibrate	agonist	5465	PPARA	Activator
Soybean oil	activator	5465	PPARA	Activator
Treprostinil	agonist	5467	PPARD	Activator
Bezafibrate	agonist	5467	PPARD	Activator
Icosapent	agonist	5467	PPARD	Activator
Glycerin	agonist	5467	PPARD	Activator
Icosapent	agonist|regulator	5468	PPARG	Activator
Balsalazide	agonist	5468	PPARG	Activator
Omega-3 fatty acids	ligand	5468	PPARG	Ligand
Rosiglitazone	agonist	5468	PPARG	Activator
Bezafibrate	agonist	5468	PPARG	Activator
Telmisartan	partial agonist	5468	PPARG	Modulator
Mesalazine	agonist	5468	PPARG	Activator
Pioglitazone	agonist	5468	PPARG	Activator
Doconexent	activator	5468	PPARG	Activator
Cyclosporine	inhibitor|binder	5478	PPIA	Inhibitor
Voclosporin	inhibitor	5534	PPP3R1	Inhibitor
Cyclosporine	inhibitor	5535	PPP3R2	Inhibitor
Voclosporin	inhibitor	5535	PPP3R2	Inhibitor
Metformin	inducer|activator	5564	PRKAB1	Activator
Midostaurin	antagonist|inhibitor	5578	PRKCA	Activator
Arsenic trioxide	inducer	5594	MAPK1	Activator
Arsenic trioxide	inducer	5595	MAPK3	Activator
Regorafenib	inhibitor	5600	MAPK11	Inhibitor
Cobimetinib	inhibitor	5604	MAP2K1	Inhibitor
Trametinib	antagonist|inhibitor	5604	MAP2K1	Activator
Selumetinib	inhibitor	5604	MAP2K1	Inhibitor
Trametinib	antagonist|inhibitor	5605	MAP2K2	Activator
Selumetinib	inhibitor	5605	MAP2K2	Inhibitor
Binimetinib	inhibitor	5605	MAP2K2	Inhibitor
Lonapegsomatropin	ligand	5618	PRLR	Ligand
Somatotropin	ligand	5618	PRLR	Ligand
Protein S human	cofactor	5624	PROC	other
Sodium tetradecyl sulfate	inhibitor	5624	PROC	Inhibitor
Sodium tetradecyl sulfate	inhibitor	5627	PROS1	Inhibitor
Bortezomib	inhibitor	5689	PSMB1	Inhibitor
Carfilzomib	inhibitor	5689	PSMB1	Inhibitor
Carfilzomib	inhibitor	5690	PSMB2	Inhibitor
Bortezomib	inhibitor	5693	PSMB5	Inhibitor
Carfilzomib	inhibitor	5693	PSMB5	Inhibitor
Carfilzomib	inhibitor	5696	PSMB8	Inhibitor
Carfilzomib	inhibitor	5698	PSMB9	Inhibitor
Carfilzomib	inhibitor	5699	PSMB10	Inhibitor
Rupatadine	antagonist	5724	PTAFR	Inhibitor
Treprostinil	agonist	5729	PTGDR	Activator
Misoprostol	agonist	5731	PTGER1	Activator
Iloprost	agonist	5731	PTGER1	Activator
Dinoprostone	agonist	5731	PTGER1	Activator
